fold,auc,auprc,mcc,acc,thr,time_min
1,0.8287464443537294,0.4817178096542482,0.44451977884835386,0.7808487143082505,0.9,4.017307754357656
2,0.8155979281647916,0.413840444909478,0.4410169829648986,0.8194640771925512,0.95,4.856344338258108
3,0.7752417424953234,0.43611595904675043,0.3687661193349429,0.7816890487857829,0.6,3.9834862112998963
4,0.7666075911280973,0.4554833366702712,0.40424576497991566,0.7973754244287419,0.9,3.925621052583059
5,0.821007854592419,0.5469326048789601,0.47696940967708784,0.8020368808002892,0.9,4.859291485945383
6,0.7902017406755302,0.45714407374535604,0.4339875344181944,0.8026942355889725,0.9,3.9935925960540772
7,0.8090868933485063,0.4954625872687123,0.4955665275460446,0.8180941418038142,0.9,3.9744168162345885
8,0.7928434392522697,0.4559288159779592,0.4012411307285363,0.8183776464795667,0.9,4.010556523005167
9,0.7504107840979289,0.4235733840153916,0.40825423683471207,0.7873004966111753,0.9,3.972061546643575
10,0.8060995319577345,0.47153844110748894,0.41332064647888733,0.7928081132892214,0.7,4.023632828394572
